the minbytes is 67108864, maxbytes is 67108864, iters is 5, warmup_iters is 2
data_size(Bytes): | aveg_time(us): | alg_bandwidth(GB/s): | check_result:
67108864          | 1138.98        | 58.91994             | NULL
67108864          | 1139.31        | 58.90297             | NULL
67108864          | 1139.43        | 58.89697             | NULL
67108864          | 1140.05        | 58.86474             | NULL
67108864          | 1138.72        | 58.93339             | NULL
67108864          | 1139.58        | 58.88912             | NULL
67108864          | 1139.13        | 58.91228             | NULL
67108864          | 1140.49        | 58.84203             | NULL
67108864          | 1139.30        | 58.90380             | NULL
67108864          | 1140.30        | 58.85173             | NULL
67108864          | 1138.98        | 58.91994             | NULL
67108864          | 1140.17        | 58.85875             | NULL
67108864          | 1139.52        | 58.89243             | NULL
67108864          | 1140.22        | 58.85607             | NULL
67108864          | 1139.05        | 58.91642             | NULL
67108864          | 1139.99        | 58.86804             | NULL
67108864          | 1139.62        | 58.88685             | NULL
67108864          | 1140.46        | 58.84388             | NULL
67108864          | 1139.20        | 58.90876             | NULL
67108864          | 1139.73        | 58.88127             | NULL
67108864          | 1139.70        | 58.88292             | NULL
67108864          | 1139.87        | 58.87424             | NULL
67108864          | 1139.05        | 58.91642             | NULL
67108864          | 1140.56        | 58.83832             | NULL
67108864          | 1139.21        | 58.90814             | NULL
67108864          | 1139.41        | 58.89780             | NULL
67108864          | 1138.98        | 58.92014             | NULL
67108864          | 1139.76        | 58.88002             | NULL
67108864          | 1139.18        | 58.91001             | NULL
67108864          | 1140.72        | 58.83047             | NULL
67108864          | 1139.39        | 58.89904             | NULL
67108864          | 1139.96        | 58.86949             | NULL
67108864          | 1139.86        | 58.87445             | NULL
67108864          | 1140.54        | 58.83976             | NULL
67108864          | 1139.38        | 58.89946             | NULL
67108864          | 1140.44        | 58.84492             | NULL
67108864          | 1139.49        | 58.89367             | NULL
67108864          | 1140.31        | 58.85132             | NULL
67108864          | 1139.28        | 58.90442             | NULL
67108864          | 1140.48        | 58.84244             | NULL
67108864          | 1138.98        | 58.92014             | NULL
67108864          | 1140.45        | 58.84409             | NULL
67108864          | 1138.77        | 58.93091             | NULL
67108864          | 1140.56        | 58.83873             | NULL
67108864          | 1138.78        | 58.93028             | NULL
67108864          | 1140.34        | 58.85008             | NULL
67108864          | 1138.89        | 58.92490             | NULL
67108864          | 1139.72        | 58.88210             | NULL
67108864          | 1139.36        | 58.90049             | NULL
67108864          | 1140.34        | 58.85008             | NULL
67108864          | 1139.65        | 58.88561             | NULL
67108864          | 1139.96        | 58.86970             | NULL
67108864          | 1139.28        | 58.90462             | NULL
67108864          | 1139.86        | 58.87445             | NULL
67108864          | 1138.93        | 58.92283             | NULL
67108864          | 1139.91        | 58.87218             | NULL
67108864          | 1138.52        | 58.94375             | NULL
67108864          | 1140.07        | 58.86371             | NULL
67108864          | 1139.61        | 58.88767             | NULL
67108864          | 1140.08        | 58.86329             | NULL
67108864          | 1138.94        | 58.92201             | NULL
67108864          | 1139.95        | 58.86991             | NULL
67108864          | 1139.24        | 58.90670             | NULL
67108864          | 1141.11        | 58.81026             | NULL
67108864          | 1139.46        | 58.89553             | NULL
67108864          | 1139.93        | 58.87115             | NULL
67108864          | 1139.36        | 58.90029             | NULL
67108864          | 1140.09        | 58.86288             | NULL
67108864          | 1138.90        | 58.92449             | NULL
67108864          | 1140.30        | 58.85194             | NULL
67108864          | 1138.73        | 58.93318             | NULL
67108864          | 1140.07        | 58.86371             | NULL
67108864          | 1138.92        | 58.92325             | NULL
67108864          | 1140.51        | 58.84100             | NULL
67108864          | 1138.42        | 58.94912             | NULL
67108864          | 1140.24        | 58.85483             | NULL
67108864          | 1139.35        | 58.90111             | NULL
67108864          | 1140.37        | 58.84843             | NULL
67108864          | 1139.10        | 58.91394             | NULL
67108864          | 1139.96        | 58.86970             | NULL
67108864          | 1139.39        | 58.89884             | NULL
67108864          | 1139.89        | 58.87321             | NULL
67108864          | 1139.23        | 58.90711             | NULL
67108864          | 1140.47        | 58.84326             | NULL
67108864          | 1139.43        | 58.89697             | NULL
67108864          | 1140.58        | 58.83749             | NULL
67108864          | 1139.22        | 58.90773             | NULL
67108864          | 1140.32        | 58.85070             | NULL
67108864          | 1139.61        | 58.88767             | NULL
67108864          | 1140.07        | 58.86391             | NULL
67108864          | 1138.99        | 58.91952             | NULL
67108864          | 1140.49        | 58.84224             | NULL
67108864          | 1139.14        | 58.91207             | NULL
67108864          | 1140.20        | 58.85710             | NULL
67108864          | 1138.84        | 58.92718             | NULL
67108864          | 1140.40        | 58.84678             | NULL
67108864          | 1139.05        | 58.91662             | NULL
67108864          | 1140.09        | 58.86267             | NULL
67108864          | 1138.94        | 58.92221             | NULL
67108864          | 1140.00        | 58.86742             | NULL
67108864          | 1138.93        | 58.92262             | NULL
67108864          | 1140.17        | 58.85855             | NULL
67108864          | 1139.44        | 58.89657             | NULL
67108864          | 1139.90        | 58.87280             | NULL
67108864          | 1138.80        | 58.92966             | NULL
67108864          | 1140.42        | 58.84596             | NULL
67108864          | 1139.10        | 58.91414             | NULL
67108864          | 1139.68        | 58.88395             | NULL
67108864          | 1139.25        | 58.90608             | NULL
67108864          | 1140.31        | 58.85132             | NULL
67108864          | 1139.19        | 58.90939             | NULL
67108864          | 1140.54        | 58.83955             | NULL
67108864          | 1139.60        | 58.88829             | NULL
67108864          | 1139.96        | 58.86929             | NULL
67108864          | 1139.27        | 58.90504             | NULL
67108864          | 1139.50        | 58.89325             | NULL
67108864          | 1138.85        | 58.92697             | NULL
67108864          | 1140.25        | 58.85462             | NULL
67108864          | 1138.96        | 58.92139             | NULL
67108864          | 1139.92        | 58.87155             | NULL
67108864          | 1139.39        | 58.89904             | NULL
67108864          | 1139.79        | 58.87817             | NULL
67108864          | 1138.56        | 58.94167             | NULL
67108864          | 1140.62        | 58.83543             | NULL
67108864          | 1138.85        | 58.92676             | NULL
67108864          | 1140.58        | 58.83728             | NULL
67108864          | 1139.25        | 58.90628             | NULL
67108864          | 1140.27        | 58.85338             | NULL
67108864          | 1139.12        | 58.91290             | NULL
67108864          | 1140.33        | 58.85049             | NULL
67108864          | 1138.93        | 58.92283             | NULL
67108864          | 1140.00        | 58.86722             | NULL
67108864          | 1138.89        | 58.92470             | NULL
67108864          | 1140.09        | 58.86288             | NULL
67108864          | 1139.17        | 58.91042             | NULL
67108864          | 1139.54        | 58.89139             | NULL
67108864          | 1139.00        | 58.91911             | NULL
