the minbytes is 67108864, maxbytes is 67108864, iters is 5, warmup_iters is 2
data_size(Bytes): | aveg_time(us): | alg_bandwidth(GB/s): | check_result:
67108864          | 1022.15        | 65.65474             | NULL
67108864          | 1021.88        | 65.67171             | NULL
67108864          | 1022.07        | 65.65962             | NULL
67108864          | 1022.04        | 65.66143             | NULL
67108864          | 1022.22        | 65.65012             | NULL
67108864          | 1022.61        | 65.62495             | NULL
67108864          | 1022.10        | 65.65783             | NULL
67108864          | 1022.42        | 65.63702             | NULL
67108864          | 1022.77        | 65.61468             | NULL
67108864          | 1022.22        | 65.65037             | NULL
67108864          | 1022.01        | 65.66348             | NULL
67108864          | 1021.93        | 65.66862             | NULL
67108864          | 1025.44        | 65.44397             | NULL
67108864          | 1021.69        | 65.68405             | NULL
67108864          | 1022.55        | 65.62906             | NULL
67108864          | 1022.50        | 65.63240             | NULL
67108864          | 1022.12        | 65.65628             | NULL
67108864          | 1022.11        | 65.65705             | NULL
67108864          | 1022.03        | 65.66220             | NULL
67108864          | 1021.63        | 65.68790             | NULL
67108864          | 1022.10        | 65.65808             | NULL
67108864          | 1022.26        | 65.64781             | NULL
67108864          | 1022.33        | 65.64318             | NULL
67108864          | 1022.12        | 65.65654             | NULL
67108864          | 1022.77        | 65.61468             | NULL
67108864          | 1022.13        | 65.65603             | NULL
67108864          | 1021.93        | 65.66862             | NULL
67108864          | 1022.12        | 65.65628             | NULL
67108864          | 1021.90        | 65.67042             | NULL
67108864          | 1022.03        | 65.66246             | NULL
67108864          | 1021.81        | 65.67659             | NULL
67108864          | 1021.96        | 65.66708             | NULL
67108864          | 1022.09        | 65.65860             | NULL
67108864          | 1022.03        | 65.66220             | NULL
67108864          | 1022.42        | 65.63753             | NULL
67108864          | 1022.26        | 65.64729             | NULL
67108864          | 1022.40        | 65.63882             | NULL
67108864          | 1021.73        | 65.68147             | NULL
67108864          | 1021.52        | 65.69510             | NULL
67108864          | 1022.28        | 65.64627             | NULL
67108864          | 1021.84        | 65.67427             | NULL
67108864          | 1022.25        | 65.64832             | NULL
67108864          | 1021.94        | 65.66785             | NULL
67108864          | 1022.50        | 65.63188             | NULL
67108864          | 1022.26        | 65.64755             | NULL
67108864          | 1021.91        | 65.67016             | NULL
67108864          | 1022.46        | 65.63445             | NULL
67108864          | 1022.68        | 65.62033             | NULL
67108864          | 1021.40        | 65.70257             | NULL
67108864          | 1022.34        | 65.64241             | NULL
67108864          | 1022.31        | 65.64447             | NULL
67108864          | 1021.77        | 65.67916             | NULL
67108864          | 1022.54        | 65.62931             | NULL
67108864          | 1022.05        | 65.66091             | NULL
67108864          | 1022.51        | 65.63138             | NULL
67108864          | 1022.55        | 65.62906             | NULL
67108864          | 1021.31        | 65.70874             | NULL
67108864          | 1022.34        | 65.64241             | NULL
67108864          | 1021.52        | 65.69485             | NULL
67108864          | 1022.18        | 65.65269             | NULL
67108864          | 1021.75        | 65.68019             | NULL
67108864          | 1022.11        | 65.65731             | NULL
67108864          | 1021.74        | 65.68122             | NULL
67108864          | 1022.24        | 65.64858             | NULL
67108864          | 1020.94        | 65.73268             | NULL
67108864          | 1021.60        | 65.69022             | NULL
67108864          | 1022.06        | 65.66013             | NULL
67108864          | 1022.13        | 65.65577             | NULL
67108864          | 1021.91        | 65.67016             | NULL
67108864          | 1022.39        | 65.63907             | NULL
67108864          | 1021.99        | 65.66502             | NULL
67108864          | 1022.18        | 65.65243             | NULL
67108864          | 1021.92        | 65.66965             | NULL
67108864          | 1022.56        | 65.62854             | NULL
67108864          | 1022.36        | 65.64138             | NULL
67108864          | 1022.06        | 65.66039             | NULL
67108864          | 1022.24        | 65.64909             | NULL
67108864          | 1022.77        | 65.61468             | NULL
67108864          | 1022.67        | 65.62110             | NULL
67108864          | 1021.98        | 65.66554             | NULL
67108864          | 1022.80        | 65.61289             | NULL
67108864          | 1022.24        | 65.64909             | NULL
67108864          | 1022.70        | 65.61956             | NULL
67108864          | 1022.03        | 65.66220             | NULL
67108864          | 1021.65        | 65.68687             | NULL
67108864          | 1022.33        | 65.64292             | NULL
67108864          | 1021.81        | 65.67659             | NULL
67108864          | 1022.70        | 65.61956             | NULL
67108864          | 1022.39        | 65.63907             | NULL
67108864          | 1022.03        | 65.66220             | NULL
67108864          | 1022.35        | 65.64190             | NULL
67108864          | 1021.79        | 65.67788             | NULL
67108864          | 1021.70        | 65.68353             | NULL
67108864          | 1021.73        | 65.68147             | NULL
67108864          | 1022.55        | 65.62880             | NULL
67108864          | 1022.20        | 65.65166             | NULL
67108864          | 1022.39        | 65.63933             | NULL
67108864          | 1022.10        | 65.65808             | NULL
67108864          | 1022.27        | 65.64704             | NULL
67108864          | 1022.15        | 65.65474             | NULL
67108864          | 1021.93        | 65.66888             | NULL
67108864          | 1022.31        | 65.64421             | NULL
67108864          | 1023.09        | 65.59442             | NULL
67108864          | 1022.07        | 65.65988             | NULL
67108864          | 1022.37        | 65.64062             | NULL
67108864          | 1022.05        | 65.66091             | NULL
67108864          | 1022.09        | 65.65834             | NULL
67108864          | 1022.40        | 65.63856             | NULL
67108864          | 1022.28        | 65.64627             | NULL
67108864          | 1022.58        | 65.62701             | NULL
67108864          | 1021.92        | 65.66913             | NULL
67108864          | 1021.87        | 65.67247             | NULL
67108864          | 1021.60        | 65.69022             | NULL
67108864          | 1022.39        | 65.63907             | NULL
