the minbytes is 67108864, maxbytes is 67108864, iters is 5, warmup_iters is 2
data_size(Bytes): | aveg_time(us): | alg_bandwidth(GB/s): | check_result:
67108864          | 1010.02        | 66.44284             | NULL
67108864          | 1010.18        | 66.43258             | NULL
67108864          | 1010.21        | 66.43048             | NULL
67108864          | 1010.45        | 66.41470             | NULL
67108864          | 1010.47        | 66.41338             | NULL
67108864          | 1010.89        | 66.38605             | NULL
67108864          | 1010.56        | 66.40733             | NULL
67108864          | 1010.12        | 66.43679             | NULL
67108864          | 1010.56        | 66.40733             | NULL
67108864          | 1010.46        | 66.41391             | NULL
67108864          | 1010.67        | 66.40024             | NULL
67108864          | 1011.16        | 66.36846             | NULL
67108864          | 1010.44        | 66.41575             | NULL
67108864          | 1010.54        | 66.40891             | NULL
67108864          | 1010.85        | 66.38868             | NULL
67108864          | 1010.44        | 66.41523             | NULL
67108864          | 1009.94        | 66.44863             | NULL
67108864          | 1010.39        | 66.41891             | NULL
67108864          | 1010.29        | 66.42522             | NULL
67108864          | 1010.04        | 66.44205             | NULL
67108864          | 1010.99        | 66.37922             | NULL
67108864          | 1010.09        | 66.43863             | NULL
67108864          | 1010.48        | 66.41260             | NULL
67108864          | 1010.26        | 66.42705             | NULL
67108864          | 1010.58        | 66.40602             | NULL
67108864          | 1010.24        | 66.42890             | NULL
67108864          | 1010.31        | 66.42390             | NULL
67108864          | 1010.30        | 66.42469             | NULL
67108864          | 1010.66        | 66.40103             | NULL
67108864          | 1010.57        | 66.40681             | NULL
67108864          | 1011.06        | 66.37450             | NULL
67108864          | 1010.20        | 66.43100             | NULL
67108864          | 1010.48        | 66.41312             | NULL
67108864          | 1010.54        | 66.40865             | NULL
67108864          | 1010.38        | 66.41969             | NULL
67108864          | 1010.96        | 66.38106             | NULL
67108864          | 1010.38        | 66.41943             | NULL
67108864          | 1010.82        | 66.39025             | NULL
67108864          | 1009.94        | 66.44863             | NULL
67108864          | 1010.81        | 66.39104             | NULL
67108864          | 1010.25        | 66.42811             | NULL
67108864          | 1011.04        | 66.37607             | NULL
67108864          | 1010.75        | 66.39524             | NULL
67108864          | 1010.90        | 66.38500             | NULL
67108864          | 1010.02        | 66.44284             | NULL
67108864          | 1010.57        | 66.40681             | NULL
67108864          | 1010.24        | 66.42890             | NULL
67108864          | 1010.79        | 66.39236             | NULL
67108864          | 1010.40        | 66.41812             | NULL
67108864          | 1010.44        | 66.41523             | NULL
67108864          | 1010.23        | 66.42943             | NULL
67108864          | 1010.77        | 66.39393             | NULL
67108864          | 1010.30        | 66.42495             | NULL
67108864          | 1010.34        | 66.42232             | NULL
67108864          | 1010.57        | 66.40681             | NULL
67108864          | 1010.35        | 66.42127             | NULL
67108864          | 1010.39        | 66.41891             | NULL
67108864          | 1010.58        | 66.40602             | NULL
67108864          | 1010.34        | 66.42179             | NULL
67108864          | 1010.93        | 66.38317             | NULL
67108864          | 1010.41        | 66.41759             | NULL
67108864          | 1010.70        | 66.39840             | NULL
67108864          | 1010.58        | 66.40602             | NULL
67108864          | 1010.55        | 66.40839             | NULL
67108864          | 1010.15        | 66.43442             | NULL
67108864          | 1010.75        | 66.39498             | NULL
67108864          | 1010.14        | 66.43521             | NULL
67108864          | 1011.12        | 66.37056             | NULL
67108864          | 1011.02        | 66.37765             | NULL
67108864          | 1010.56        | 66.40786             | NULL
67108864          | 1010.74        | 66.39603             | NULL
67108864          | 1010.49        | 66.41233             | NULL
67108864          | 1010.71        | 66.39788             | NULL
67108864          | 1010.92        | 66.38396             | NULL
67108864          | 1010.54        | 66.40865             | NULL
67108864          | 1010.59        | 66.40550             | NULL
67108864          | 1010.14        | 66.43495             | NULL
67108864          | 1011.42        | 66.35140             | NULL
67108864          | 1010.10        | 66.43758             | NULL
67108864          | 1010.92        | 66.38369             | NULL
67108864          | 1010.54        | 66.40891             | NULL
67108864          | 1010.45        | 66.41470             | NULL
67108864          | 1010.36        | 66.42048             | NULL
67108864          | 1010.04        | 66.44152             | NULL
67108864          | 1009.89        | 66.45179             | NULL
67108864          | 1010.53        | 66.40944             | NULL
67108864          | 1010.92        | 66.38396             | NULL
67108864          | 1010.45        | 66.41470             | NULL
67108864          | 1010.37        | 66.41996             | NULL
67108864          | 1010.70        | 66.39840             | NULL
67108864          | 1010.61        | 66.40418             | NULL
67108864          | 1010.55        | 66.40839             | NULL
67108864          | 1010.40        | 66.41838             | NULL
67108864          | 1010.53        | 66.40970             | NULL
67108864          | 1010.74        | 66.39603             | NULL
67108864          | 1010.22        | 66.42996             | NULL
67108864          | 1010.80        | 66.39183             | NULL
67108864          | 1011.10        | 66.37213             | NULL
67108864          | 1010.15        | 66.43442             | NULL
67108864          | 1010.88        | 66.38658             | NULL
67108864          | 1010.20        | 66.43153             | NULL
67108864          | 1010.48        | 66.41286             | NULL
67108864          | 1010.44        | 66.41523             | NULL
67108864          | 1010.56        | 66.40786             | NULL
67108864          | 1009.97        | 66.44653             | NULL
67108864          | 1010.50        | 66.41128             | NULL
67108864          | 1010.63        | 66.40313             | NULL
67108864          | 1010.41        | 66.41759             | NULL
67108864          | 1010.27        | 66.42653             | NULL
67108864          | 1010.96        | 66.38133             | NULL
67108864          | 1010.07        | 66.43968             | NULL
67108864          | 1010.87        | 66.38711             | NULL
67108864          | 1010.51        | 66.41075             | NULL
67108864          | 1010.60        | 66.40471             | NULL
67108864          | 1010.20        | 66.43153             | NULL
67108864          | 1010.74        | 66.39603             | NULL
67108864          | 1010.04        | 66.44179             | NULL
67108864          | 1010.18        | 66.43258             | NULL
67108864          | 1010.27        | 66.42653             | NULL
67108864          | 1010.57        | 66.40681             | NULL
67108864          | 1010.20        | 66.43100             | NULL
67108864          | 1010.71        | 66.39762             | NULL
